game,cardName,set,rarity,conditions,minPrice,maxPrice,keywords,active
pokemon,ポンチョを着たピカチュウ リザードン,207/XY-P プロモ,プロモ,"NM",1000,30000,ポンチョを着たピカチュウ リザードン プロモ 207/XY-P PSA10,true
pokemon,ポンチョを着たピカチュウ レックウザ,230/XY-P プロモ,プロモ,"NM,LP",300,8000,ポンチョを着たピカチュウ レックウザ プロモ 230/XY-P,true
pokemon,ポンチョを着たピカチュウ レックウザ,230/XY-P プロモ,プロモ,"NM",1000,30000,ポンチョを着たピカチュウ レックウザ プロモ 230/XY-P PSA10,true
pokemon,お茶会ごっこピカチュウ,325/SM-P プロモ,プロモ,"NM,LP",300,8000,お茶会ごっこピカチュウ プロモ 325/SM-P,true
pokemon,お茶会ごっこピカチュウ,325/SM-P プロモ,プロモ,"NM",1000,30000,お茶会ごっこピカチュウ プロモ 325/SM-P PSA10,true
pokemon,マリオピカチュウ,294/XY-P プロモ,プロモ,"NM,LP",300,8000,マリオピカチュウ プロモ 294/XY-P,true
pokemon,マリオピカチュウ,294/XY-P プロモ,プロモ,"NM",1000,30000,マリオピカチュウ プロモ 294/XY-P PSA10,true
pokemon,ルイージピカチュウ,296/XY-P プロモ,プロモ,"NM,LP",300,8000,ルイージピカチュウ プロモ 296/XY-P,true
pokemon,ルイージピカチュウ,296/XY-P プロモ,プロモ,"NM",1000,30000,ルイージピカチュウ プロモ 296/XY-P PSA10,true
pokemon,ブラッキーGX,sm1M コレクションムーン,HR,"NM,LP",2000,30000,ブラッキーGX HR sm1M,true
pokemon,ブラッキーGX,sm1M コレクションムーン,HR,"NM",5000,100000,ブラッキーGX HR sm1M PSA10,true
pokemon,ニンフィアGX,sm1+ サン&ムーン,HR,"NM,LP",2000,30000,ニンフィアGX HR sm1+,true
pokemon,ニンフィアGX,sm1+ サン&ムーン,HR,"NM",5000,100000,ニンフィアGX HR sm1+ PSA10,true
pokemon,エーフィGX,sm1S コレクションサン,HR,"NM,LP",2000,30000,エーフィGX HR sm1S,true
pokemon,エーフィGX,sm1S コレクションサン,HR,"NM",5000,100000,エーフィGX HR sm1S PSA10,true
pokemon,レシラム&リザードンGX,sm10 ダブルブレイズ,SA,"NM,LP",2000,30000,レシラム&リザードンGX SA sm10,true
pokemon,レシラム&リザードンGX,sm10 ダブルブレイズ,SA,"NM",5000,100000,レシラム&リザードンGX SA sm10 PSA10,true
pokemon,ミュウツー&ミュウGX,sm11 ミラクルツイン,SA,"NM,LP",2000,30000,ミュウツー&ミュウGX SA sm11,true
pokemon,ミュウツー&ミュウGX,sm11 ミラクルツイン,SA,"NM",5000,100000,ミュウツー&ミュウGX SA sm11 PSA10,true
pokemon,ラティアス&ラティオスGX,sm9 タッグボルト,SA,"NM,LP",2000,30000,ラティアス&ラティオスGX SA sm9,true
pokemon,ラティアス&ラティオスGX,sm9 タッグボルト,SA,"NM",5000,100000,ラティアス&ラティオスGX SA sm9 PSA10,true
pokemon,ゲンガー&ミミッキュGX,sm9 タッグボルト,SA,"NM,LP",2000,30000,ゲンガー&ミミッキュGX SA sm9,true
pokemon,ゲンガー&ミミッキュGX,sm9 タッグボルト,SA,"NM",5000,100000,ゲンガー&ミミッキュGX SA sm9 PSA10,true
pokemon,ピカチュウ&ゼクロムGX,sm9 タッグボルト,SA,"NM,LP",2000,30000,ピカチュウ&ゼクロムGX SA sm9,true
pokemon,ピカチュウ&ゼクロムGX,sm9 タッグボルト,SA,"NM",5000,100000,ピカチュウ&ゼクロムGX SA sm9 PSA10,true
pokemon,カメックスex,sv2a ポケモンカード151,SAR,"NM,LP",3000,50000,カメックスex SAR sv2a,true
pokemon,カメックスex,sv2a ポケモンカード151,SAR,"NM",10000,200000,カメックスex SAR sv2a PSA10,true
pokemon,フシギバナex,sv2a ポケモンカード151,SAR,"NM,LP",3000,50000,フシギバナex SAR sv2a,true
pokemon,フシギバナex,sv2a ポケモンカード151,SAR,"NM",10000,200000,フシギバナex SAR sv2a PSA10,true
pokemon,サンダーex,sv2a ポケモンカード151,SAR,"NM,LP",3000,50000,サンダーex SAR sv2a,true
pokemon,サンダーex,sv2a ポケモンカード151,SAR,"NM",10000,200000,サンダーex SAR sv2a PSA10,true
pokemon,ナンジャモのハラバリーex,sv9 バトルパートナーズ,SAR,"NM,LP",3000,50000,ナンジャモのハラバリーex SAR sv9,true
pokemon,ナンジャモのハラバリーex,sv9 バトルパートナーズ,SAR,"NM",10000,200000,ナンジャモのハラバリーex SAR sv9 PSA10,true
pokemon,リーリエのピッピex,sv9 バトルパートナーズ,SAR,"NM,LP",3000,50000,リーリエのピッピex SAR sv9,true
pokemon,リーリエのピッピex,sv9 バトルパートナーズ,SAR,"NM",10000,200000,リーリエのピッピex SAR sv9 PSA10,true
pokemon,ロケット団のミュウツーex,sv10 ロケット団の栄光,SAR,"NM,LP",3000,50000,ロケット団のミュウツーex SAR sv10,true
pokemon,ロケット団のミュウツーex,sv10 ロケット団の栄光,SAR,"NM",10000,200000,ロケット団のミュウツーex SAR sv10 PSA10,true
onepiece,モンキー・D・ルフィ,OP05 新時代の主役,コミパラ,"NM,LP",500,10000,モンキー・D・ルフィ コミパラ OP05,true
onepiece,モンキー・D・ルフィ,OP05 新時代の主役,コミパラ,"NM",2000,30000,モンキー・D・ルフィ コミパラ OP05 PSA10,true
onepiece,ポートガス・D・エース,OP02 頂上決戦,コミパラ,"NM,LP",500,10000,ポートガス・D・エース コミパラ OP02,true
onepiece,ポートガス・D・エース,OP02 頂上決戦,コミパラ,"NM",2000,30000,ポートガス・D・エース コミパラ OP02 PSA10,true
onepiece,シャンクス,OP01 ROMANCE DAWN,コミパラ,"NM,LP",500,10000,シャンクス コミパラ OP01,true
onepiece,シャンクス,OP01 ROMANCE DAWN,コミパラ,"NM",2000,30000,シャンクス コミパラ OP01 PSA10,true
onepiece,サボ,OP04 謀略の王国,コミパラ,"NM,LP",500,10000,サボ コミパラ OP04,true
onepiece,サボ,OP04 謀略の王国,コミパラ,"NM",2000,30000,サボ コミパラ OP04 PSA10,true
onepiece,トラファルガー・ロー,OP05 新時代の主役,コミパラ,"NM,LP",500,10000,トラファルガー・ロー コミパラ OP05,true
onepiece,トラファルガー・ロー,OP05 新時代の主役,コミパラ,"NM",2000,30000,トラファルガー・ロー コミパラ OP05 PSA10,true
onepiece,ユースタス・キッド,OP05 新時代の主役,コミパラ,"NM,LP",500,10000,ユースタス・キッド コミパラ OP05,true
onepiece,ユースタス・キッド,OP05 新時代の主役,コミパラ,"NM",2000,30000,ユースタス・キッド コミパラ OP05 PSA10,true
onepiece,ロロノア・ゾロ,OP06 双璧の覇者,コミパラ,"NM,LP",500,10000,ロロノア・ゾロ コミパラ OP06,true
onepiece,ロロノア・ゾロ,OP06 双璧の覇者,コミパラ,"NM",2000,30000,ロロノア・ゾロ コミパラ OP06 PSA10,true
onepiece,ナミ,OP01 ROMANCE DAWN,パラレル,"NM,LP",300,8000,ナミ パラレル OP01,true
onepiece,ナミ,OP01 ROMANCE DAWN,パラレル,"NM",1000,20000,ナミ パラレル OP01 PSA10,true
onepiece,ナミ,OP01 ROMANCE DAWN,SP,"NM,LP",500,15000,ナミ SP OP01,true
onepiece,ナミ,OP01 ROMANCE DAWN,SP,"NM",3000,50000,ナミ SP OP01 PSA10,true
onepiece,ボア・ハンコック,OP01 ROMANCE DAWN,パラレル,"NM,LP",300,8000,ボア・ハンコック パラレル OP01,true
onepiece,ボア・ハンコック,OP01 ROMANCE DAWN,パラレル,"NM",1000,20000,ボア・ハンコック パラレル OP01 PSA10,true
onepiece,ボア・ハンコック,OP07 500年後の未来,SP,"NM,LP",500,15000,ボア・ハンコック SP OP07,true
onepiece,ボア・ハンコック,OP07 500年後の未来,SP,"NM",3000,50000,ボア・ハンコック SP OP07 PSA10,true
onepiece,ニコ・ロビン,OP03 強大な敵,パラレル,"NM,LP",300,8000,ニコ・ロビン パラレル OP03,true
onepiece,ニコ・ロビン,OP03 強大な敵,パラレル,"NM",1000,20000,ニコ・ロビン パラレル OP03 PSA10,true
onepiece,ウタ,OP02 頂上決戦,SEC パラレル,"NM,LP",5000,100000,ウタ SEC パラレル OP02,true
onepiece,ウタ,OP02 頂上決戦,SEC パラレル,"NM",20000,300000,ウタ SEC パラレル OP02 PSA10,true
onepiece,ヤマト,OP01 ROMANCE DAWN,SEC パラレル,"NM,LP",5000,100000,ヤマト SEC パラレル OP01,true
onepiece,ヤマト,OP01 ROMANCE DAWN,SEC パラレル,"NM",20000,300000,ヤマト SEC パラレル OP01 PSA10,true
onepiece,レベッカ,OP04 謀略の王国,リーダーパラレル,"NM,LP",500,10000,レベッカ リーダーパラレル OP04,true
onepiece,レベッカ,OP04 謀略の王国,リーダーパラレル,"NM",2000,30000,レベッカ リーダーパラレル OP04 PSA10,true
onepiece,ネフェルタリ・ビビ,OP04 謀略の王国,リーダーパラレル,"NM,LP",500,10000,ネフェルタリ・ビビ リーダーパラレル OP04,true
onepiece,ネフェルタリ・ビビ,OP04 謀略の王国,リーダーパラレル,"NM",2000,30000,ネフェルタリ・ビビ リーダーパラレル OP04 PSA10,true
onepiece,モンキー・D・ルフィ,OP01 ROMANCE DAWN,リーダーパラレル,"NM,LP",500,10000,モンキー・D・ルフィ リーダーパラレル OP01,true
onepiece,モンキー・D・ルフィ,OP01 ROMANCE DAWN,リーダーパラレル,"NM",2000,30000,モンキー・D・ルフィ リーダーパラレル OP01 PSA10,true
onepiece,ロロノア・ゾロ,OP01 ROMANCE DAWN,リーダーパラレル,"NM,LP",500,10000,ロロノア・ゾロ リーダーパラレル OP01,true
onepiece,ロロノア・ゾロ,OP01 ROMANCE DAWN,リーダーパラレル,"NM",2000,30000,ロロノア・ゾロ リーダーパラレル OP01 PSA10,true
onepiece,トラファルガー・ロー,OP01 ROMANCE DAWN,リーダーパラレル,"NM,LP",500,10000,トラファルガー・ロー リーダーパラレル OP01,true
onepiece,トラファルガー・ロー,OP01 ROMANCE DAWN,リーダーパラレル,"NM",2000,30000,トラファルガー・ロー リーダーパラレル OP01 PSA10,true
onepiece,ユースタス・キッド,OP01 ROMANCE DAWN,リーダーパラレル,"NM,LP",500,10000,ユースタス・キッド リーダーパラレル OP01,true
onepiece,ユースタス・キッド,OP01 ROMANCE DAWN,リーダーパラレル,"NM",2000,30000,ユースタス・キッド リーダーパラレル OP01 PSA10,true
onepiece,シャンクス,OP01 ROMANCE DAWN,SEC パラレル,"NM,LP",5000,100000,シャンクス SEC パラレル OP01,true
onepiece,シャンクス,OP01 ROMANCE DAWN,SEC パラレル,"NM",20000,300000,シャンクス SEC パラレル OP01 PSA10,true
onepiece,そげキング,OP03 強大な敵,SEC パラレル,"NM,LP",5000,100000,そげキング SEC パラレル OP03,true
onepiece,そげキング,OP03 強大な敵,SEC パラレル,"NM",20000,300000,そげキング SEC パラレル OP03 PSA10,true
onepiece,カイドウ,OP01 ROMANCE DAWN,SR パラレル,"NM,LP",2000,30000,カイドウ SR パラレル OP01,true
onepiece,カイドウ,OP01 ROMANCE DAWN,SR パラレル,"NM",5000,100000,カイドウ SR パラレル OP01 PSA10,true
onepiece,シャーロット・リンリン,OP03 強大な敵,SR パラレル,"NM,LP",2000,30000,シャーロット・リンリン SR パラレル OP03,true
onepiece,シャーロット・リンリン,OP03 強大な敵,SR パラレル,"NM",5000,100000,シャーロット・リンリン SR パラレル OP03 PSA10,true
onepiece,ドンキホーテ・ドフラミンゴ,OP01 ROMANCE DAWN,リーダーパラレル,"NM,LP",500,10000,ドンキホーテ・ドフラミンゴ リーダーパラレル OP01,true
onepiece,ドンキホーテ・ドフラミンゴ,OP01 ROMANCE DAWN,リーダーパラレル,"NM",2000,30000,ドンキホーテ・ドフラミンゴ リーダーパラレル OP01 PSA10,true
onepiece,クロコダイル,OP01 ROMANCE DAWN,リーダーパラレル,"NM,LP",500,10000,クロコダイル リーダーパラレル OP01,true
onepiece,クロコダイル,OP01 ROMANCE DAWN,リーダーパラレル,"NM",2000,30000,クロコダイル リーダーパラレル OP01 PSA10,true
onepiece,錦えもん,OP02 頂上決戦,リーダーパラレル,"NM,LP",500,10000,錦えもん リーダーパラレル OP02,true
onepiece,錦えもん,OP02 頂上決戦,リーダーパラレル,"NM",2000,30000,錦えもん リーダーパラレル OP02 PSA10,true
onepiece,エドワード・ニューゲート,OP02 頂上決戦,リーダーパラレル,"NM,LP",500,10000,エドワード・ニューゲート リーダーパラレル OP02,true
onepiece,エドワード・ニューゲート,OP02 頂上決戦,リーダーパラレル,"NM",2000,30000,エドワード・ニューゲート リーダーパラレル OP02 PSA10,true
onepiece,マゼラン,OP02 頂上決戦,リーダーパラレル,"NM,LP",500,10000,マゼラン リーダーパラレル OP02,true
onepiece,マゼラン,OP02 頂上決戦,リーダーパラレル,"NM",2000,30000,マゼラン リーダーパラレル OP02 PSA10,true
onepiece,ゼット,OP02 頂上決戦,リーダーパラレル,"NM,LP",500,10000,ゼット リーダーパラレル OP02,true
onepiece,ゼット,OP02 頂上決戦,リーダーパラレル,"NM",2000,30000,ゼット リーダーパラレル OP02 PSA10,true
onepiece,ナミ,OP03 強大な敵,リーダーパラレル,"NM,LP",500,10000,ナミ リーダーパラレル OP03,true
onepiece,ナミ,OP03 強大な敵,リーダーパラレル,"NM",2000,30000,ナミ リーダーパラレル OP03 PSA10,true
onepiece,カタクリ,OP03 強大な敵,リーダーパラレル,"NM,LP",500,10000,カタクリ リーダーパラレル OP03,true
onepiece,カタクリ,OP03 強大な敵,リーダーパラレル,"NM",2000,30000,カタクリ リーダーパラレル OP03 PSA10,true
onepiece,アイスバーグ,OP03 強大な敵,リーダーパラレル,"NM,LP",500,10000,アイスバーグ リーダーパラレル OP03,true
onepiece,アイスバーグ,OP03 強大な敵,リーダーパラレル,"NM",2000,30000,アイスバーグ リーダーパラレル OP03 PSA10,true
onepiece,アーロン,OP03 強大な敵,リーダーパラレル,"NM,LP",500,10000,アーロン リーダーパラレル OP03,true
onepiece,アーロン,OP03 強大な敵,リーダーパラレル,"NM",2000,30000,アーロン リーダーパラレル OP03 PSA10,true
onepiece,モンキー・D・ルフィ,OP05 新時代の主役,SR パラレル,"NM,LP",2000,30000,モンキー・D・ルフィ SR パラレル OP05,true
onepiece,モンキー・D・ルフィ,OP05 新時代の主役,SR パラレル,"NM",5000,100000,モンキー・D・ルフィ SR パラレル OP05 PSA10,true
onepiece,エネル,OP05 新時代の主役,リーダーパラレル,"NM,LP",500,10000,エネル リーダーパラレル OP05,true
onepiece,エネル,OP05 新時代の主役,リーダーパラレル,"NM",2000,30000,エネル リーダーパラレル OP05 PSA10,true
onepiece,サカズキ,OP05 新時代の主役,リーダーパラレル,"NM,LP",500,10000,サカズキ リーダーパラレル OP05,true
onepiece,サカズキ,OP05 新時代の主役,リーダーパラレル,"NM",2000,30000,サカズキ リーダーパラレル OP05 PSA10,true
onepiece,ベロ・ベティ,OP05 新時代の主役,リーダーパラレル,"NM,LP",500,10000,ベロ・ベティ リーダーパラレル OP05,true
onepiece,ベロ・ベティ,OP05 新時代の主役,リーダーパラレル,"NM",2000,30000,ベロ・ベティ リーダーパラレル OP05 PSA10,true
onepiece,レベッカ,OP05 新時代の主役,SP,"NM,LP",500,15000,レベッカ SP OP05,true
onepiece,レベッカ,OP05 新時代の主役,SP,"NM",3000,50000,レベッカ SP OP05 PSA10,true
onepiece,トラファルガー・ロー,OP05 新時代の主役,SP,"NM,LP",500,15000,トラファルガー・ロー SP OP05,true
onepiece,トラファルガー・ロー,OP05 新時代の主役,SP,"NM",3000,50000,トラファルガー・ロー SP OP05 PSA10,true
onepiece,ペローナ,OP06 双璧の覇者,SP,"NM,LP",500,15000,ペローナ SP OP06,true
onepiece,ペローナ,OP06 双璧の覇者,SP,"NM",3000,50000,ペローナ SP OP06 PSA10,true
onepiece,ヤマト,OP06 双璧の覇者,リーダーパラレル,"NM,LP",500,10000,ヤマト リーダーパラレル OP06,true
onepiece,ヤマト,OP06 双璧の覇者,リーダーパラレル,"NM",2000,30000,ヤマト リーダーパラレル OP06 PSA10,true
onepiece,ゲッコー・モリア,OP06 双璧の覇者,リーダーパラレル,"NM,LP",500,10000,ゲッコー・モリア リーダーパラレル OP06,true
onepiece,ゲッコー・モリア,OP06 双璧の覇者,リーダーパラレル,"NM",2000,30000,ゲッコー・モリア リーダーパラレル OP06 PSA10,true
onepiece,ヴィンスモーク・レイジュ,OP06 双璧の覇者,リーダーパラレル,"NM,LP",500,10000,ヴィンスモーク・レイジュ リーダーパラレル OP06,true
onepiece,ヴィンスモーク・レイジュ,OP06 双璧の覇者,リーダーパラレル,"NM",2000,30000,ヴィンスモーク・レイジュ リーダーパラレル OP06 PSA10,true
onepiece,ロブ・ルッチ,OP07 500年後の未来,リーダーパラレル,"NM,LP",500,10000,ロブ・ルッチ リーダーパラレル OP07,true
onepiece,ロブ・ルッチ,OP07 500年後の未来,リーダーパラレル,"NM",2000,30000,ロブ・ルッチ リーダーパラレル OP07 PSA10,true
onepiece,ボニー,OP07 500年後の未来,リーダーパラレル,"NM,LP",500,10000,ボニー リーダーパラレル OP07,true
onepiece,ボニー,OP07 500年後の未来,リーダーパラレル,"NM",2000,30000,ボニー リーダーパラレル OP07 PSA10,true
onepiece,ハンコック,OP07 500年後の未来,リーダーパラレル,"NM,LP",500,10000,ハンコック リーダーパラレル OP07,true
onepiece,ハンコック,OP07 500年後の未来,リーダーパラレル,"NM",2000,30000,ハンコック リーダーパラレル OP07 PSA10,true
onepiece,ポートガス・D・エース,OP07 500年後の未来,リーダーパラレル,"NM,LP",500,10000,ポートガス・D・エース リーダーパラレル OP07,true
onepiece,ポートガス・D・エース,OP07 500年後の未来,リーダーパラレル,"NM",2000,30000,ポートガス・D・エース リーダーパラレル OP07 PSA10,true
onepiece,シルバーズ・レイリー,OP08 二つの伝説,SEC パラレル,"NM,LP",5000,100000,シルバーズ・レイリー SEC パラレル OP08,true
onepiece,シルバーズ・レイリー,OP08 二つの伝説,SEC パラレル,"NM",20000,300000,シルバーズ・レイリー SEC パラレル OP08 PSA10,true
onepiece,シャーロット・プリン,OP08 二つの伝説,SP,"NM,LP",500,15000,シャーロット・プリン SP OP08,true
onepiece,シャーロット・プリン,OP08 二つの伝説,SP,"NM",3000,50000,シャーロット・プリン SP OP08 PSA10,true
onepiece,ナミ,OP08 二つの伝説,SP,"NM,LP",500,15000,ナミ SP OP08,true
onepiece,ナミ,OP08 二つの伝説,SP,"NM",3000,50000,ナミ SP OP08 PSA10,true
onepiece,マーシャル・D・ティーチ,OP09 新たなる皇帝,リーダーパラレル,"NM,LP",500,10000,マーシャル・D・ティーチ リーダーパラレル OP09,true
onepiece,マーシャル・D・ティーチ,OP09 新たなる皇帝,リーダーパラレル,"NM",2000,30000,マーシャル・D・ティーチ リーダーパラレル OP09 PSA10,true
onepiece,シャンクス,OP09 新たなる皇帝,リーダーパラレル,"NM,LP",500,10000,シャンクス リーダーパラレル OP09,true
onepiece,シャンクス,OP09 新たなる皇帝,リーダーパラレル,"NM",2000,30000,シャンクス リーダーパラレル OP09 PSA10,true
onepiece,バギー,OP09 新たなる皇帝,リーダーパラレル,"NM,LP",500,10000,バギー リーダーパラレル OP09,true
onepiece,バギー,OP09 新たなる皇帝,リーダーパラレル,"NM",2000,30000,バギー リーダーパラレル OP09 PSA10,true
onepiece,ニコ・ロビン,OP09 新たなる皇帝,リーダーパラレル,"NM,LP",500,10000,ニコ・ロビン リーダーパラレル OP09,true
onepiece,ニコ・ロビン,OP09 新たなる皇帝,リーダーパラレル,"NM",2000,30000,ニコ・ロビン リーダーパラレル OP09 PSA10,true
onepiece,ゴール・D・ロジャー,OP09 新たなる皇帝,SEC パラレル,"NM,LP",5000,100000,ゴール・D・ロジャー SEC パラレル OP09,true
onepiece,ゴール・D・ロジャー,OP09 新たなる皇帝,SEC パラレル,"NM",20000,300000,ゴール・D・ロジャー SEC パラレル OP09 PSA10,true
onepiece,モンキー・D・ルフィ,OP09 新たなる皇帝,手配書SP,"NM,LP",500,15000,モンキー・D・ルフィ 手配書SP OP09,true
onepiece,モンキー・D・ルフィ,OP09 新たなる皇帝,手配書SP,"NM",3000,50000,モンキー・D・ルフィ 手配書SP OP09 PSA10,true
onepiece,シャンクス,OP09 新たなる皇帝,手配書SP,"NM,LP",500,15000,シャンクス 手配書SP OP09,true
onepiece,シャンクス,OP09 新たなる皇帝,手配書SP,"NM",3000,50000,シャンクス 手配書SP OP09 PSA10,true
onepiece,ナミ,OP09 新たなる皇帝,手配書SP,"NM,LP",500,15000,ナミ 手配書SP OP09,true
onepiece,ナミ,OP09 新たなる皇帝,手配書SP,"NM",3000,50000,ナミ 手配書SP OP09 PSA10,true
onepiece,トニートニー・チョッパー,OP09 新たなる皇帝,手配書SP,"NM,LP",500,15000,トニートニー・チョッパー 手配書SP OP09,true
onepiece,トニートニー・チョッパー,OP09 新たなる皇帝,手配書SP,"NM",3000,50000,トニートニー・チョッパー 手配書SP OP09 PSA10,true
yugioh,青眼の白龍,初期,初期ウルトラ,"NM,LP",500,20000,青眼の白龍 初期ウルトラ,true
yugioh,青眼の白龍,初期,初期ウルトラ,"NM",2000,50000,青眼の白龍 初期ウルトラ PSA10,true
yugioh,青眼の白龍,SM-51 Spell of Mask,レリーフ,"NM,LP",500,20000,青眼の白龍 レリーフ SM-51,true
yugioh,青眼の白龍,SM-51 Spell of Mask,レリーフ,"NM",2000,50000,青眼の白龍 レリーフ SM-51 PSA10,true
yugioh,青眼の白龍,20CP-JPS02 20th,20thシークレット,"NM,LP",3000,100000,青眼の白龍 20thシークレット 20CP-JPS02,true
yugioh,青眼の白龍,20CP-JPS02 20th,20thシークレット,"NM",10000,300000,青眼の白龍 20thシークレット 20CP-JPS02 PSA10,true
yugioh,青眼の白龍,PAC1-JP000 PRISMATIC ART COLLECTION,プリズマティックシークレット,"NM,LP",1000,30000,青眼の白龍 プリズマティックシークレット PAC1-JP000,true
yugioh,青眼の白龍,PAC1-JP000 PRISMATIC ART COLLECTION,プリズマティックシークレット,"NM",5000,100000,青眼の白龍 プリズマティックシークレット PAC1-JP000 PSA10,true
yugioh,ブラック・マジシャン,初期,初期ウルトラ,"NM,LP",500,20000,ブラック・マジシャン 初期ウルトラ,true
yugioh,ブラック・マジシャン,初期,初期ウルトラ,"NM",2000,50000,ブラック・マジシャン 初期ウルトラ PSA10,true
yugioh,ブラック・マジシャン,LN-53 Labyrinth of Nightmare,レリーフ,"NM,LP",500,20000,ブラック・マジシャン レリーフ LN-53,true
yugioh,ブラック・マジシャン,LN-53 Labyrinth of Nightmare,レリーフ,"NM",2000,50000,ブラック・マジシャン レリーフ LN-53 PSA10,true
yugioh,ブラック・マジシャン・ガール,20TH-JPC55 20th ANNIVERSARY LEGEND COLLECTION,20thシークレット,"NM,LP",3000,100000,ブラック・マジシャン・ガール 20thシークレット 20TH-JPC55,true
yugioh,ブラック・マジシャン・ガール,20TH-JPC55 20th ANNIVERSARY LEGEND COLLECTION,20thシークレット,"NM",10000,300000,ブラック・マジシャン・ガール 20thシークレット 20TH-JPC55 PSA10,true
yugioh,ブラック・マジシャン・ガール,PAC1-JP023 PRISMATIC ART COLLECTION,プリズマティックシークレット,"NM,LP",1000,30000,ブラック・マジシャン・ガール プリズマティックシークレット PAC1-JP023,true
yugioh,ブラック・マジシャン・ガール,PAC1-JP023 PRISMATIC ART COLLECTION,プリズマティックシークレット,"NM",5000,100000,ブラック・マジシャン・ガール プリズマティックシークレット PAC1-JP023 PSA10,true
yugioh,真紅眼の黒竜,初期,初期ウルトラ,"NM,LP",500,20000,真紅眼の黒竜 初期ウルトラ,true
yugioh,真紅眼の黒竜,初期,初期ウルトラ,"NM",2000,50000,真紅眼の黒竜 初期ウルトラ PSA10,true
yugioh,真紅眼の黒竜,301-056 新たなる支配者,レリーフ,"NM,LP",500,20000,真紅眼の黒竜 レリーフ 301-056,true
yugioh,真紅眼の黒竜,301-056 新たなる支配者,レリーフ,"NM",2000,50000,真紅眼の黒竜 レリーフ 301-056 PSA10,true
yugioh,万物創世龍,IGAS-JP000 IGNITION ASSAULT,10000シークレット,"NM,LP",3000,100000,万物創世龍 10000シークレット IGAS-JP000,true
yugioh,万物創世龍,IGAS-JP000 IGNITION ASSAULT,10000シークレット,"NM",10000,300000,万物創世龍 10000シークレット IGAS-JP000 PSA10,true
yugioh,ブラック・ローズ・ドラゴン,CSOC-JP039 CROSSROADS OF CHAOS,レリーフ,"NM,LP",500,20000,ブラック・ローズ・ドラゴン レリーフ CSOC-JP039,true
yugioh,ブラック・ローズ・ドラゴン,CSOC-JP039 CROSSROADS OF CHAOS,レリーフ,"NM",2000,50000,ブラック・ローズ・ドラゴン レリーフ CSOC-JP039 PSA10,true
yugioh,スターダスト・ドラゴン,TDGS-JP040 THE DUELIST GENESIS,レリーフ,"NM,LP",500,20000,スターダスト・ドラゴン レリーフ TDGS-JP040,true
yugioh,スターダスト・ドラゴン,TDGS-JP040 THE DUELIST GENESIS,レリーフ,"NM",2000,50000,スターダスト・ドラゴン レリーフ TDGS-JP040 PSA10,true
yugioh,レッド・デーモンズ・ドラゴン,CRMS-JP004 CRIMSON CRISIS,レリーフ,"NM,LP",500,20000,レッド・デーモンズ・ドラゴン レリーフ CRMS-JP004,true
yugioh,レッド・デーモンズ・ドラゴン,CRMS-JP004 CRIMSON CRISIS,レリーフ,"NM",2000,50000,レッド・デーモンズ・ドラゴン レリーフ CRMS-JP004 PSA10,true
yugioh,閃刀姫－レイ,20CP-JPC02 20th,20thシークレット,"NM,LP",3000,100000,閃刀姫－レイ 20thシークレット 20CP-JPC02,true
yugioh,閃刀姫－レイ,20CP-JPC02 20th,20thシークレット,"NM",10000,300000,閃刀姫－レイ 20thシークレット 20CP-JPC02 PSA10,true
yugioh,閃刀姫－ロゼ,IGAS-JP020 IGNITION ASSAULT,20thシークレット,"NM,LP",3000,100000,閃刀姫－ロゼ 20thシークレット IGAS-JP020,true
yugioh,閃刀姫－ロゼ,IGAS-JP020 IGNITION ASSAULT,20thシークレット,"NM",10000,300000,閃刀姫－ロゼ 20thシークレット IGAS-JP020 PSA10,true
yugioh,灰流うらら,20TH-JPC85 20th,20thシークレット,"NM,LP",3000,100000,灰流うらら 20thシークレット 20TH-JPC85,true
yugioh,灰流うらら,20TH-JPC85 20th,20thシークレット,"NM",10000,300000,灰流うらら 20thシークレット 20TH-JPC85 PSA10,true
yugioh,灰流うらら,PAC1-JP016 PRISMATIC ART COLLECTION,プリズマティックシークレット,"NM,LP",1000,30000,灰流うらら プリズマティックシークレット PAC1-JP016,true
yugioh,灰流うらら,PAC1-JP016 PRISMATIC ART COLLECTION,プリズマティックシークレット,"NM",5000,100000,灰流うらら プリズマティックシークレット PAC1-JP016 PSA10,true
yugioh,増殖するG,20TH-JPC82 20th,20thシークレット,"NM,LP",3000,100000,増殖するG 20thシークレット 20TH-JPC82,true
yugioh,増殖するG,20TH-JPC82 20th,20thシークレット,"NM",10000,300000,増殖するG 20thシークレット 20TH-JPC82 PSA10,true
yugioh,屋敷わらし,20TH-JPC84 20th,20thシークレット,"NM,LP",3000,100000,屋敷わらし 20thシークレット 20TH-JPC84,true
yugioh,屋敷わらし,20TH-JPC84 20th,20thシークレット,"NM",10000,300000,屋敷わらし 20thシークレット 20TH-JPC84 PSA10,true
yugioh,清冽の水霊使いエリア,ETCO-JP055 ETERNITY CODE,20thシークレット,"NM,LP",3000,100000,清冽の水霊使いエリア 20thシークレット ETCO-JP055,true
yugioh,清冽の水霊使いエリア,ETCO-JP055 ETERNITY CODE,20thシークレット,"NM",10000,300000,清冽の水霊使いエリア 20thシークレット ETCO-JP055 PSA10,true
